address,block,reserve0,reserve1
a478c2975ab1ea89e8196811f51a7b7ade33eb11,99ff4e,53279ae6c24a41009e2,645c1cc8a13c848b0
ae461ca67b15dc8dc81ce7615e0320da1a9ab8d5,99ff4e,23b1d36e04d4409d36d,26956868c
004375dff511095cc5a197a54140a24efef3a416,99ff4e,ed7,59fd1
5b7ad60a92e725597e4a28444d498d1999cf66b6,99ff4f,20cea8ea2544e655593,84f68fdc92af5be
a2107fa5b38d9bbd2c461d6edf11b11a50f6b974,99ff52,a785ea11bb5767010c,3199d46d5c4db9b49
ae461ca67b15dc8dc81ce7615e0320da1a9ab8d5,99ff52,239be3605eb55264831,26ad3fecc
a478c2975ab1ea89e8196811f51a7b7ade33eb11,99ff52,533d8af468692f3951e,6441be0324a686be7
9f8d8df26d5ab71b492ddce9799f432e36c289df,99ff54,623c260,e4b8992566590b5
a478c2975ab1ea89e8196811f51a7b7ade33eb11,99ff57,528e8a2d6f3656f30b6,6516e7b1c32c86be7
c2adda861f89bbb333c90c492cb837741916a225,99ff57,277dcc18f9e1dc3d7,3d6a96c21c94f4d97
1faff62977dd342ae785831547ae90233b9642de,99ff58,714a2ed0e990e3f40,877e20417a6446
260e069dead76baac587b5141bb606ef8b9bab6c,99ff59,92903ea9fd3020c8782,266a1d4e9da8070d3
70ea56e46266f0137bac6b75710e3546f47c855d,99ff59,35cb89b1bf8e54970f,857f4e31f355acf9
b27de0ba2abfbfdf15667a939f041b52118af5ba,99ff59,3454258f10f,44a42cb9ba88723d3
231b7589426ffe1b75405526fc32ac09d44364c4,99ff5a,ee5,534f35c3467c07d
3041cbd36888becc7bbcbc0045e3b1f144466f5f,99ff5a,3e95ba800,3e95ba800
b4e16d0168e52d35cacd2c6185b44281ec28c9dc,99ff5f,2ff38ff9c,34606ebb40d57d64b
ae461ca67b15dc8dc81ce7615e0320da1a9ab8d5,99ff5f,23978d2746910324831,26b1fa005
ec2d2240d02a8cf63c3fa0b7d2c5a3169a319496,99ff64,ada778e544b2a60e6,a912a193164c376e
ae461ca67b15dc8dc81ce7615e0320da1a9ab8d5,99ff65,2343826a843124493f7,270e79605
a478c2975ab1ea89e8196811f51a7b7ade33eb11,99ff65,52e294ea319635ce4f0,64b0b5ff4d7ff6e01
b27de0ba2abfbfdf15667a939f041b52118af5ba,99ff66,343e0d5842f,44c14aca64d40abd3
5b7ad60a92e725597e4a28444d498d1999cf66b6,99ff6b,38f7ea0ae6aacdf6127,e8e219b6e17f5bd
ae461ca67b15dc8dc81ce7615e0320da1a9ab8d5,99ff73,26a6df05608f0e493f7,2acf2041c
3203d789bfdb222bfdd629b8de7c5dc38e8241ec,99ff74,3bad61ed415c68c3e26,146f31f8846f6007
3203d789bfdb222bfdd629b8de7c5dc38e8241ec,99ff75,1577146392962a87a8a,38ebc126189f5c07
b27de0ba2abfbfdf15667a939f041b52118af5ba,99ff75,34189f438eb,44f2d6ffd244e9b90
b6909b960dbbe7392d405429eb2b3649752b4838,99ff75,f7dc3ce22012bc7958,3f73c5dbae1946c7
260e069dead76baac587b5141bb606ef8b9bab6c,99ff7d,923bf8bcc0c75ee1c73,268051a62380a70d3
1c9052e823b5f4611ef7d5fb4153995b040ccbf5,99ff7e,ea6450a4a9981f49,53bf8cda0ea7c740
f0f6c8b38b5f4d48d94254dee514d731f7ae2a1a,99ff80,5d9928297a6c,de0b6b3a7640000
e0cc5afc0ff2c76183416fb8d1a29f6799fb2cdf,99ff83,84a0c2fccf5cd6208ea,188c4be2484cb43e5
a478c2975ab1ea89e8196811f51a7b7ade33eb11,99ff86,568fd3a769a6a5900b7,692826f6fc636f4a9
55d5c232d921b9eaa6b37b5845e439acd04b4dba,99ff86,2d337b33a9ba1,93606ea854e4f04a8
b27de0ba2abfbfdf15667a939f041b52118af5ba,99ff88,343de001ceb,452424c0205db3612
b27de0ba2abfbfdf15667a939f041b52118af5ba,99ff88,32fe1a721a6,46d7075d9df90ac12
b27de0ba2abfbfdf15667a939f041b52118af5ba,99ff89,340460c9c32,4572e5e4bbfe8736a
55d5c232d921b9eaa6b37b5845e439acd04b4dba,99ff8b,2d7c819223aad,9274891a5f0cac00c
4c95840bb3ce1d717138b3376473f2c021d7bc64,99ff8d,34a99616249a389e5d,6f05b59d3b20000
a2107fa5b38d9bbd2c461d6edf11b11a50f6b974,99ff8e,a8826c2624fab1a935,31e497e865da26fee
ae461ca67b15dc8dc81ce7615e0320da1a9ab8d5,99ff8f,2dd31c54d79eddc93f7,32c0dd4ce
343fd171caf4f0287ae6b87d75a8964dc44516ab,99ff92,118c77b83d9db4ea0f3e,63ee3944558904db
55d5c232d921b9eaa6b37b5845e439acd04b4dba,99ff93,2fbb02b8ee782,8b96c788102c9676e
55d5c232d921b9eaa6b37b5845e439acd04b4dba,99ff93,2dc6bdfab2f9e,9190df9d211ed776e
6d4fd456edeca58cf53a8b586cd50754547dbdb2,99ff93,2b5e3af16b1880000,a7d5a18cb06160000
e0cc5afc0ff2c76183416fb8d1a29f6799fb2cdf,99ff95,8aced6e9c946854ef64,19b11f4cc32722359
11f568598b89cd862a6c75926e224832c3e3dfab,99ff98,de0b6b3a7640000,44382d7b19161000
718dd8b743ea19d71bdb4cb48bb984b73a65ce06,99ff9b,39232bffff1b559f,641be60bc8016a0d97aa
260e069dead76baac587b5141bb606ef8b9bab6c,99ff9b,a2d60b4d2bc6bfe1c73,229621fb6abb58b95
55d5c232d921b9eaa6b37b5845e439acd04b4dba,99ffa0,2ff55b1415549,98813af6f4d0b2c03
2b6a25f7c54f43c71c743e627f5663232586c39f,99ffa0,14e6356918c2b999f292,b575b355985973ad
2b6a25f7c54f43c71c743e627f5663232586c39f,99ffa0,155ab4371b6fd379f292,b19aae11b25f093f
260e069dead76baac587b5141bb606ef8b9bab6c,99ffa0,aa48950c31a84718752,211401448fe94d7e1
260e069dead76baac587b5141bb606ef8b9bab6c,99ffa2,a8c63773576cfb8634f,215ff4eee8acdb9e1
260e069dead76baac587b5141bb606ef8b9bab6c,99ffa2,a75aaf90c7fa181fa6b,21a8ac296d5dad220
17ee04ec364577937855d2e9a7add8d2a957e4fa,99ffa2,989680,1b9ac619e7a000
260e069dead76baac587b5141bb606ef8b9bab6c,99ffa3,a67fab5e49ed171c64c,21d514d8790eed220
2b6a25f7c54f43c71c743e627f5663232586c39f,99ffa5,14fb365eb7ad3767a285,b4c56fee3c97fda5
e0cc5afc0ff2c76183416fb8d1a29f6799fb2cdf,99ffa7,8a80130984cff38a302,19bfc6f72ad9f2359
01962144d41415cca072900fe87bbe2992a99f10,99ffab,2acda4a6a5d6912098,1f441f6f176e6ca5
01962144d41415cca072900fe87bbe2992a99f10,99ffab,2f95731d6e2f4ba098,1c2229411e8bc831
260e069dead76baac587b5141bb606ef8b9bab6c,99ffab,a674c70b9e740c3577a,21d74d47a00afd220
2b6a25f7c54f43c71c743e627f5663232586c39f,99ffab,14316c49b30fd94f692b,bbd9523a800afda5
fa19de406e8f5b9100e4dd5cad8a503a6d686efe,99ffae,1c43b69c9265a42c67,2855c75bfe24813d
2b6a25f7c54f43c71c743e627f5663232586c39f,99ffaf,14abc1a04297be87692b,b784dd29d47dd57f
b27de0ba2abfbfdf15667a939f041b52118af5ba,99ffaf,348a426dda5,44c274ad9c6238f02
2b6a25f7c54f43c71c743e627f5663232586c39f,99ffb0,156b7fea526e76af692b,b11ed347ad16825e
b4e16d0168e52d35cacd2c6185b44281ec28c9dc,99ffb0,30233f01c,342cb4709dee8fd7c
55d5c232d921b9eaa6b37b5845e439acd04b4dba,99ffb0,2fe528b9901c6,98b4f54197b7a04d2
1c9052e823b5f4611ef7d5fb4153995b040ccbf5,99ffb4,f1f55ae3009c0749,512309adb60573fa
a2107fa5b38d9bbd2c461d6edf11b11a50f6b974,99ffb5,b35b6a35ace1146dd1,351ad0f2b4de3c1c2
a2107fa5b38d9bbd2c461d6edf11b11a50f6b974,99ffb9,b95f64c8e825d22bd7,36e2c777ce614995d
260e069dead76baac587b5141bb606ef8b9bab6c,99ffbb,9e5cd9575a5cd2d0311,2393641e14f77d220
55d5c232d921b9eaa6b37b5845e439acd04b4dba,99ffbb,302deb2ddc579,97cf07dea30513417
260e069dead76baac587b5141bb606ef8b9bab6c,99ffbf,9f337c2caceeaff7394,2363921c6704985bb
6929abd7931d0243777d3cd147fe863646a752ba,99ffc0,9eca1a600b9eec981,28fb403c67efc774c
a478c2975ab1ea89e8196811f51a7b7ade33eb11,99ffc1,584181f4d7d59a900b7,6724f1347f924ee09
a478c2975ab1ea89e8196811f51a7b7ade33eb11,99ffc1,5703d6d989408ceb1c3,689ea09eb3f207f09
e0cc5afc0ff2c76183416fb8d1a29f6799fb2cdf,99ffc4,88d06f4220e59bdb1cf,1a11422a3da548a41
e0cc5afc0ff2c76183416fb8d1a29f6799fb2cdf,99ffc5,8a2bac849be9e2a3b8a,19cff1491f4ccc2ce
b27de0ba2abfbfdf15667a939f041b52118af5ba,99ffc5,3458af131e7,4503c58ebabab5675
70ea56e46266f0137bac6b75710e3546f47c855d,99ffc7,372b358d2a1113070f,822ed256a9bd899c
e0cc5afc0ff2c76183416fb8d1a29f6799fb2cdf,99ffc7,88907d75e09b0e4767e,1a1de51aea011dfce
01962144d41415cca072900fe87bbe2992a99f10,99ffc8,32997bb921421f2098,1a761ec6b53b9bde
b27de0ba2abfbfdf15667a939f041b52118af5ba,99ffc8,340d8c1f062,4567b118950985675
17ee04ec364577937855d2e9a7add8d2a957e4fa,99ffc9,116ad81,326a5995030130
b6909b960dbbe7392d405429eb2b3649752b4838,99ffca,10fd26a16c90b651700,45961f41399c8460
a478c2975ab1ea89e8196811f51a7b7ade33eb11,99ffca,575db4969163aa912e5,690aacd157bfd152f
f49c43ae0faf37217bdcb00df478cf793edd6687,99ffca,25e8aeb7741b91b10,3129c295ea93c0f1a07
bb2b8038a1640196fbe3e38816f3e67cba72d940,99ffce,1a93fe2f,b3994953cb72e9de5
bb2b8038a1640196fbe3e38816f3e67cba72d940,99ffce,1ac39ce7,b25ab00ba12aa3de5
b27de0ba2abfbfdf15667a939f041b52118af5ba,99ffce,346aeb89125,44ec6d694b2b530d0
b27de0ba2abfbfdf15667a939f041b52118af5ba,99ffce,34e48929e6e,458c56c331a0fa27e
1c9052e823b5f4611ef7d5fb4153995b040ccbf5,99ffcf,ea61194dba8b8a05,53c4bb6f267da0da
17ee04ec364577937855d2e9a7add8d2a957e4fa,99ffd5,2d132d0,8278bacf4f2b49
a478c2975ab1ea89e8196811f51a7b7ade33eb11,99ffd5,58f9a180ec3cd21f3a4,6af9f0af4b64d34ef
b27de0ba2abfbfdf15667a939f041b52118af5ba,99ffd8,33775c4f7c0,477b4c566ff8baa7e
b27de0ba2abfbfdf15667a939f041b52118af5ba,99ffd9,34bc11bf36d,45c4720336abd43bb
d98d0079b54ca49b6c3717a5078fb3fb2c412103,99ffd9,246337bda3914054ca4,500e85b8d02126d
b4d0d9df2738abe81b87b66c80851292492d1404,99ffda,39839758586e958645,45434097aafb1b5a
2b6a25f7c54f43c71c743e627f5663232586c39f,99ffda,114444736abc356b4c1,8ec700b969122dd
a478c2975ab1ea89e8196811f51a7b7ade33eb11,99ffdd,60b68abcbd2da0b315b,74479fb5d3de0183c
260e069dead76baac587b5141bb606ef8b9bab6c,99ffde,a03f6beb60092507394,23289386e6226a2a4
55d5c232d921b9eaa6b37b5845e439acd04b4dba,99ffe3,302c837eef133,97d378bcf0fd33417
55d5c232d921b9eaa6b37b5845e439acd04b4dba,99ffe6,30257e4ef3c0e,97e9ad1476d5d3417
bb2b8038a1640196fbe3e38816f3e67cba72d940,99ffe6,1acba770,b225533e696dd61b9
55d5c232d921b9eaa6b37b5845e439acd04b4dba,99ffe7,30086ddfb5431,9845df9ab49007417
b27de0ba2abfbfdf15667a939f041b52118af5ba,99ffe7,4cb0dd80b38,657611608f782aca9
59e7bee6374a3f6ecb33180ece978fd4f2b7cea2,99ffea,fcf49d10d403b5bf159,891c76c3e9ec4255
55d5c232d921b9eaa6b37b5845e439acd04b4dba,99ffec,2fe59cbe82321,98b4e55051cb27417
e56c60b5f9f7b5fc70de0eb79c6ee7d00efa2625,99ffed,b2014b9c3537e758,3a62ccf18dc6ced28e8
17ee04ec364577937855d2e9a7add8d2a957e4fa,99ffef,2f9549d,89bb5b825a7a77
b4e16d0168e52d35cacd2c6185b44281ec28c9dc,99fff3,3012ed83c,343e77e9d5cf0fd7c
ae461ca67b15dc8dc81ce7615e0320da1a9ab8d5,99fff3,2dd39912d4bd864661e,32c167759
4d12ad9c1dbdd0654157b483e93b7370911e3373,99fff5,40fad39a7eb2bc5402,567d1a045
b6909b960dbbe7392d405429eb2b3649752b4838,99fff9,f4b7853fe61c151700,4d512ab9795a6c44
52ebf91d06304e5cd64a140cec9a22edb3e15d66,99fff9,42292d,d1365980
b6909b960dbbe7392d405429eb2b3649752b4838,99fffa,110bef09aaef2901700,456494999e50f996
ad3b5027d090b7bc120dc264906ca4642b0fb9f3,99fffd,5357488084,ab223bafca3653ca6
17ee04ec364577937855d2e9a7add8d2a957e4fa,99fffe,650bc2e,40f63eed3d70e1
59e7bee6374a3f6ecb33180ece978fd4f2b7cea2,99ffff,110dfa6a0f7ff5cb12d3,93e8545c1cbb886b
b27de0ba2abfbfdf15667a939f041b52118af5ba,99ffff,4df6466a4c0,672494df907a35acd
e0cc5afc0ff2c76183416fb8d1a29f6799fb2cdf,9a0002,8994b2d7891da14767e,19eca5a350afaa2e0
b4e16d0168e52d35cacd2c6185b44281ec28c9dc,9a0002,2fe5e97a2,346fb7616f2083a6a
94d24895045190e623997b0e25034c4d0ab32381,9a0002,8ebf59c7bf4f6e75,15d9def2b
598e740cda7c525080d3fcb9fa7c4e1bd0044b34,9a0006,7c519cdac40af856,7cafcb73efa04e97
4a7d4be868e0b811ea804faf0d3a325c3a29a9ad,9a000a,ebc4c2c35db96e8b14,39c24ac9ec0f506
e0cc5afc0ff2c76183416fb8d1a29f6799fb2cdf,9a000b,8bcad100f9f06ce767e,1983f8831e5ee94d5
e0cc5afc0ff2c76183416fb8d1a29f6799fb2cdf,9a000b,8c7849ecbf9ccee767e,19648dfb44cc6e7fe
b4e16d0168e52d35cacd2c6185b44281ec28c9dc,9a000f,2ff21afdd,34626bbb6668ed383
b27de0ba2abfbfdf15667a939f041b52118af5ba,9a0012,4e9751f899b,6651dae24584804f0
c5a788f63e5d9cf2c324621eed51a98f85ae373b,9a0012,2bc96299266,28512ece9e2b524332
343fd171caf4f0287ae6b87d75a8964dc44516ab,9a0015,12085f241d1e33320f3e,614199304ee123b0
e0cc5afc0ff2c76183416fb8d1a29f6799fb2cdf,9a0016,9d257c9164b90d8b4f1,1c684c902c9db9187
b6909b960dbbe7392d405429eb2b3649752b4838,9a0019,1611626c1b876a6a1c1,59d55b8cf99867e1
b27de0ba2abfbfdf15667a939f041b52118af5ba,9a001b,4ded271e2c7,6731f65f70549c4f0
17ee04ec364577937855d2e9a7add8d2a957e4fa,9a001d,8fb2c74c,5c620618534ad6c
b27de0ba2abfbfdf15667a939f041b52118af5ba,9a001f,4ddc7320a9e,67482ab6f62d3c4f0
b27de0ba2abfbfdf15667a939f041b52118af5ba,9a0020,4d3a06ed69e,68220ad72e7ff90f2
a478c2975ab1ea89e8196811f51a7b7ade33eb11,9a0024,616403a882da02b315b,73791f8fa14d457b1
1c9052e823b5f4611ef7d5fb4153995b040ccbf5,9a0025,f3d38f3aa0ae1d85,50883f4d35a3a8f6
b27de0ba2abfbfdf15667a939f041b52118af5ba,9a0025,4e1fa74e79c,66f0e008cf7fc05b2
302ac87b1b5ef18485971ed0115a17403ea30911,9a0028,5931b5c29dc514729ab32,586a059ae8870c83d
a478c2975ab1ea89e8196811f51a7b7ade33eb11,9a0028,60c6b6f78aead31b0f7,743560a28aeb06831
b27de0ba2abfbfdf15667a939f041b52118af5ba,9a0028,4dce67ccedf,675cb172420df8d0d
5b7ad60a92e725597e4a28444d498d1999cf66b6,9a0029,7e471df1b20eeb36127,209ff6f68db0817f
b27de0ba2abfbfdf15667a939f041b52118af5ba,9a0029,4e63d6479e4,66983ebb5ac172e4d
d6054455ca2e1aef02178e0462d9ab953bea4e23,9a0029,4dd9079bbd1b3c4a9a5,6fc495e57b69cd21
1c9052e823b5f4611ef7d5fb4153995b040ccbf5,9a002c,efe91e5948baf83b,51d9c14c5b4d28f6
e0cc5afc0ff2c76183416fb8d1a29f6799fb2cdf,9a002c,9f5b816f4aa3b68b4f1,1c03b2a0492ac8644
55d5c232d921b9eaa6b37b5845e439acd04b4dba,9a002f,2fddfaa448b12,98cd5216fe9fd7417
55d5c232d921b9eaa6b37b5845e439acd04b4dba,9a0031,2fda8338154c7,98d86c42c18c27417
a478c2975ab1ea89e8196811f51a7b7ade33eb11,9a0033,60c68200c45fb55696e,7435a06cfe3262031
a478c2975ab1ea89e8196811f51a7b7ade33eb11,9a0034,606f8104320f53577cc,749ec9349b837e4bc
ae461ca67b15dc8dc81ce7615e0320da1a9ab8d5,9a0034,2e2a9a0f670de8457c0,326209659
17ee04ec364577937855d2e9a7add8d2a957e4fa,9a0037,abf2a5d3,6e8b5a9fa5a6ed8
b27de0ba2abfbfdf15667a939f041b52118af5ba,9a0038,4fce4c37404,64c7a7d079cabf878
b27de0ba2abfbfdf15667a939f041b52118af5ba,9a003a,4f3da96f8e2,658028cfff7397a78
a478c2975ab1ea89e8196811f51a7b7ade33eb11,9a003b,5e5644bf784c6ead3a3,7738eb764ae63e4bc
b784ced6994c928170b417bbd052a096c6fb17e2,9a003c,2c8b29cb021213bd0,5d070455a68b03f7
a478c2975ab1ea89e8196811f51a7b7ade33eb11,9a003d,6068c4b58700fecd3a3,74aad09ee6783bd1d
b4e16d0168e52d35cacd2c6185b44281ec28c9dc,9a003e,31cecb8e0,366b3ddbba6d23493
e0cc5afc0ff2c76183416fb8d1a29f6799fb2cdf,9a003e,9f4fcc2d8091317a00f,1c05c34518f15c644
b27de0ba2abfbfdf15667a939f041b52118af5ba,9a0040,50b230de0e2,675d5627bacc49452
b6909b960dbbe7392d405429eb2b3649752b4838,9a0040,169bcc1eccc0b57824a,5c08ce10e8a848ec
b27de0ba2abfbfdf15667a939f041b52118af5ba,9a0041,50167c79401,6826e663b7f03a152
27c64bdca05d79f6ee32c3e981dc5153d9d794cd,9a0043,3e8,1bc16d674ec80000
b27de0ba2abfbfdf15667a939f041b52118af5ba,9a0044,51c9f298f4a,6a5d3484814eb3350
f6dcdce0ac3001b2f67f750bc64ea5beb37b5824,9a0045,40bbc3cb2d60,bd673b80
b4e16d0168e52d35cacd2c6185b44281ec28c9dc,9a0045,31ddca4cd,365aed354053b1517
e0cc5afc0ff2c76183416fb8d1a29f6799fb2cdf,9a0045,9ef38827d27cadbcb6c,1c1613eb930ace5c0
1c9052e823b5f4611ef7d5fb4153995b040ccbf5,9a0045,ea26b54ea175ec99,53deb48c85d991f6
70ea56e46266f0137bac6b75710e3546f47c855d,9a0046,371c36f22161cbfb80,82525949197e899c
b27de0ba2abfbfdf15667a939f041b52118af5ba,9a0046,51c1f32e0cd,6a67a4288555cb350
b27de0ba2abfbfdf15667a939f041b52118af5ba,9a0048,49cce86175a,75e9783a43c9c5ad7
b27de0ba2abfbfdf15667a939f041b52118af5ba,9a004b,4a9b9869cbb,74a3c8ea56344032c
b27de0ba2abfbfdf15667a939f041b52118af5ba,9a004c,50b4bd539b6,6bd9cfa4ca25d214b
b27de0ba2abfbfdf15667a939f041b52118af5ba,9a004d,4fd764df185,6d05b5146a264254b
231b7589426ffe1b75405526fc32ac09d44364c4,9a004d,1841ab,87ac774bf0d2f86f8
b27de0ba2abfbfdf15667a939f041b52118af5ba,9a004e,508e753cf3c,6c0eb1169f25d3032
1c9052e823b5f4611ef7d5fb4153995b040ccbf5,9a004f,df75e0ff4959aaad,57e4fe032eb691f6
d6054455ca2e1aef02178e0462d9ab953bea4e23,9a0052,4545b5a9314f12a7edc,7da54c9922cdcd21
d6054455ca2e1aef02178e0462d9ab953bea4e23,9a0053,4d2efd220b4db527edc,70cd437fb1b55737
e0cc5afc0ff2c76183416fb8d1a29f6799fb2cdf,9a0054,9e9ccbb1efa67cbcb6c,1c257b98dd44bd22c
5a4c9b203e31d81598755964830dfe831cadb199,9a0056,51e482f,8e0df9a4
de0d948e7b1c16dbeb96db12d5a865ffa9167e60,9a0058,168224256b3009600,275010e4b29d67f2b1
718dd8b743ea19d71bdb4cb48bb984b73a65ce06,9a005e,331639fbaa277411,7000528071c9b70d97aa
55d5c232d921b9eaa6b37b5845e439acd04b4dba,9a0064,2f95979feb90f,99b677adfc0267417
b6909b960dbbe7392d405429eb2b3649752b4838,9a0065,498edee1a4bc5946f1c,12b702f9e896041ca
e0cc5afc0ff2c76183416fb8d1a29f6799fb2cdf,9a0066,9d9896504723e9bcb6c,1c5418721ddc5835c
e0cc5afc0ff2c76183416fb8d1a29f6799fb2cdf,9a0066,9ffdb0b2836346bcb6c,1be7dbbe9e233d9ad
718dd8b743ea19d71bdb4cb48bb984b73a65ce06,9a0068,346612c256389e11,6d348e5d042ccc2fed8d
ae461ca67b15dc8dc81ce7615e0320da1a9ab8d5,9a0068,2de776da99969a8be7f,32abf24b9
a478c2975ab1ea89e8196811f51a7b7ade33eb11,9a0068,60abe7ea54784c86ce4,745a086f566c926f5
fa19de406e8f5b9100e4dd5cad8a503a6d686efe,9a006c,1b6b046045efbaa21e,299585e1ebed813d
b27de0ba2abfbfdf15667a939f041b52118af5ba,9a0070,5135d38239c,6b30a80473b57c041
c2adda861f89bbb333c90c492cb837741916a225,9a0070,27c0caced54e36056,3d0364d0af208fc91
fb7a3112c96bbcfe4bbf3e8627b0de6f49e5142a,9a0072,50c61e3bda06b3f0,b6b7a3bc05d673ccb2a
b4e16d0168e52d35cacd2c6185b44281ec28c9dc,9a0072,31d90598d,3660244c26b21707f
6aeebc2f5c979fd5c4361c2d288e55ac6b7e39bb,9a0074,1f77a73450f369d7a0f5,346544e2552c38d
2b6a25f7c54f43c71c743e627f5663232586c39f,9a0074,1096cb87a50fd36b4c1,94a086408125661
55d5c232d921b9eaa6b37b5845e439acd04b4dba,9a0074,2f9b69bda590f,99a3bad9b25501aa0
e0cc5afc0ff2c76183416fb8d1a29f6799fb2cdf,9a0074,9f92dd2f57b9f5c2187,1bfa9892e7d0a3324
55d5c232d921b9eaa6b37b5845e439acd04b4dba,9a007a,2fd59ee6e990f,98e954b0316b42197
fa19de406e8f5b9100e4dd5cad8a503a6d686efe,9a007b,1492a8282b0c45f19b,37763c959351813d
fa19de406e8f5b9100e4dd5cad8a503a6d686efe,9a007b,1c21efce46992bf19b,28974fd768af1d76
a478c2975ab1ea89e8196811f51a7b7ade33eb11,9a007c,60f91ac5521197d6f16,73fdaf2eae875efc2
b4e16d0168e52d35cacd2c6185b44281ec28c9dc,9a007c,31c4c277f,367658a3ac8ab707f
f6dcdce0ac3001b2f67f750bc64ea5beb37b5824,9a007c,404e06cc7087,beab6d8e
ad3b5027d090b7bc120dc264906ca4642b0fb9f3,9a007f,5351e4e29b,ab2d55db8d22a3ca6
55d5c232d921b9eaa6b37b5845e439acd04b4dba,9a0082,2fceb30973ee3,98ff8907b743e2197
b4e16d0168e52d35cacd2c6185b44281ec28c9dc,9a0083,3207844ff,362de40be3eb16634
a2107fa5b38d9bbd2c461d6edf11b11a50f6b974,9a0086,bb693b1e7359bc6bd7,364a67d5cf89d6fee
55d5c232d921b9eaa6b37b5845e439acd04b4dba,9a0092,2fbdb97f7c670,99361949abfee93c5
819f3450da6f110ba6ea52195b3beafa246062de,9a0093,1d66e233f9c3a8bab4c,c59ea48da190000
e0cc5afc0ff2c76183416fb8d1a29f6799fb2cdf,9a0097,a1f204688b954cc2187,1b92028061f3a8380
fa19de406e8f5b9100e4dd5cad8a503a6d686efe,9a0098,20d6b8935e5dfc42f3,2f61a269606d9659
e0cc5afc0ff2c76183416fb8d1a29f6799fb2cdf,9a0099,b6113b72210c9bf7629,18880bdfe47fc12ac
a2107fa5b38d9bbd2c461d6edf11b11a50f6b974,9a0099,bcb1e687cf8a7e469d,36a99df9413574425
27c64bdca05d79f6ee32c3e981dc5153d9d794cd,9a009f,3ee,1bedda33b952b654
bb2b8038a1640196fbe3e38816f3e67cba72d940,9a00a1,1ac1add9,b267f044faf7b61b9
e0cc5afc0ff2c76183416fb8d1a29f6799fb2cdf,9a00a2,b2e9f2accbc63add789,18f7119581bae12ac
e0cc5afc0ff2c76183416fb8d1a29f6799fb2cdf,9a00a4,b0f937b7af7814c5b3d,193d5a0d2c3da2dec
17ee04ec364577937855d2e9a7add8d2a957e4fa,9a00a5,c79b0590,805349e763a9018
a2107fa5b38d9bbd2c461d6edf11b11a50f6b974,9a00a5,f2e7b03595691e469d,465dd6d47e4196bf9
1c9052e823b5f4611ef7d5fb4153995b040ccbf5,9a00a5,54fa4ec47d192d0b9,216cb30a6846bd026
d6054455ca2e1aef02178e0462d9ab953bea4e23,9a00a5,52a5a794fcc0628e5b8,78c960e3a173164d
ad3b5027d090b7bc120dc264906ca4642b0fb9f3,9a00a5,54e467faca,ae6847648a61f980a
b4e16d0168e52d35cacd2c6185b44281ec28c9dc,9a00a6,37f7f7705,3c9c75efa3e0a30d9
a478c2975ab1ea89e8196811f51a7b7ade33eb11,9a00a8,60f9f8d0bd4c0e16f16,73fca665bdab72949
e0cc5afc0ff2c76183416fb8d1a29f6799fb2cdf,9a00a9,adfe2ac2c3160ed64d5,19ac5fc2c978c2dec
e0cc5afc0ff2c76183416fb8d1a29f6799fb2cdf,9a00ab,ab1c6e4458feab152be,1a1b657866b3e2dec
1c9052e823b5f4611ef7d5fb4153995b040ccbf5,9a00ab,5415dcefc8611c217,21c7c7fa579089466
b27de0ba2abfbfdf15667a939f041b52118af5ba,9a00ab,50c07455081,6bccecb653b7a3441
b27de0ba2abfbfdf15667a939f041b52118af5ba,9a00ac,5171819b02b,6ae34582d81c6b4d1
55d5c232d921b9eaa6b37b5845e439acd04b4dba,9a00ac,2fc03bec29bfe,993e26f6c36c59f77
1c9052e823b5f4611ef7d5fb4153995b040ccbf5,9a00ad,46440a7d4e998298a,1c3a7fe9c42627a81
b27de0ba2abfbfdf15667a939f041b52118af5ba,9a00b0,5220097a7a0,6a00caa1efd42a15e
a478c2975ab1ea89e8196811f51a7b7ade33eb11,9a00b0,60f6ddb9ae057cff448,74006054c7264af49
9896bd979f9da57857322cc15e154222c4658a5a,9a00b1,c171eee3f,a9818f065d3ade
1c9052e823b5f4611ef7d5fb4153995b040ccbf5,9a00b8,48190579c041a998a,1b836a85c0cd1d31f
1c9052e823b5f4611ef7d5fb4153995b040ccbf5,9a00ba,495c52508fe9a938a,1b0a85b97c87f43ab
e56c60b5f9f7b5fc70de0eb79c6ee7d00efa2625,9a00bf,c7c93038500d1fd1,4187b3c5e8228795dce
70ea56e46266f0137bac6b75710e3546f47c855d,9a00c0,38341ba5987c894bbe,84e839bf51d53179
e56c60b5f9f7b5fc70de0eb79c6ee7d00efa2625,9a00c3,ca9012ad0ba12434,4270df9dee86d692f05
43ae24960e5534731fc831386c07755a2dc33d47,9a00c5,120c8f8c933a3049f4,125bccd20cc1a2fb
f49c43ae0faf37217bdcb00df478cf793edd6687,9a00c5,25f8d9718a08da474,313eb9ff3f037b147b7
11b1f53204d03e5529f09eb3091939e4fd8c9cf3,9a00c6,1b4f55c03541bc23df7,14eb26867d38b6ed
2615b89ad032ccda6d67e1d511f0e4c9e3a5dc13,9a00c6,39b455184e5668057,7a275f4c59cd8d
43ae24960e5534731fc831386c07755a2dc33d47,9a00c6,129a99dd85e3ebff38,12ec46b98320187b
bb2b8038a1640196fbe3e38816f3e67cba72d940,9a00c6,1ad6cc83,b2f4c28e2e3ee2225
